"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"sampleobsbase_key";"sampleobsbase_name";"sampleobsbase_label"
"nl";"Parc";"Effect marker";"Blood Lipids and lipid transport proteins";"";"apoa1";"apoa1";"Apolipoproteine B";"APOB";"HBM4EU";;"decimal";"blood";"measured";206;"g/L";"g/L";"g/L";"g/L";;"";"";0;;;1.49;1.8625;"";"";"";"";"";;"HBM4EU Aligned studies";2006;"Apolipoprotein-A1";"Apolipoproteine B";"APOB"
"nl";"Parc";"Effect marker";"Blood Lipids and lipid transport proteins";"";"apoa2";"apoa2";"Lipoprotein A";;"HBM4EU";;"decimal";"blood";"measured";207;"µg/mL";"µg/mL";"µg/mL";"µg/mL";;"";"";0;;;89;671.25;"";"";"";"";"";;"HBM4EU Aligned studies";2006;"Lipoprotein A";"Lipoprotein A";""
"nl";"Parc";"Effect marker";"Blood Lipids and lipid transport proteins";"";"apob100";"apob100";"Apolipoprotein B";;"HBM4EU";;"decimal";"blood";"measured";208;"g/L";"g/L";"g/L";"g/L";;"";"";0;;;0.78;1.09;"";"";"";"";"";;"HBM4EU Aligned studies";2006;"Apolipoprotein B";"Apolipoprotein B";""
"nl";"FHBM";"Exposure marker";"Metals";"Metals";"asb";"asb";"Arsenobetaïne";"AsB";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"urine";"measured";11500;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;3.20833333333333;67.6613333333333;"";"";"SPTHHTGLGVZZRH-UHFFFAOYSA-N";"";"";178;"ZWPFASPhase2";1013;"Arsenobetaine";"Arsenobetaïne";"AsB"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asb";"asb";"Arsenobetaïne";"AsB";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"urine";"measured";11500;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;3.20833333333333;67.6613333333333;"";"";"SPTHHTGLGVZZRH-UHFFFAOYSA-N";"";"";178;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1013;"Arsenobetaine";"Arsenobetaïne";"AsB"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asb";"asb";"Arsenobetaïne";"AsB";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"blood";"measured";11500;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"SPTHHTGLGVZZRH-UHFFFAOYSA-N";"";"";178;"Parc dummy project";1013;"Arsenobetaine";"Arsenobetaïne";"AsB"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asb";"asb";"Arsenobetaïne";"AsB";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"cord blood";"measured";11500;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"SPTHHTGLGVZZRH-UHFFFAOYSA-N";"";"";178;"Parc dummy project";1013;"Arsenobetaine";"Arsenobetaïne";"AsB"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asb";"asb";"Arsenobetaïne";"AsB";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"breast milk";"measured";11500;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"SPTHHTGLGVZZRH-UHFFFAOYSA-N";"";"";178;"Parc dummy project";1013;"Arsenobetaine";"Arsenobetaïne";"AsB"
"nl";"FHBM";"Exposure marker";"Metals";"Metals";"asfive";"asfive";"Arseen(V)zuur";"As(V)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"urine";"measured";11501;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.172;0.68;"";"";"HAYXDMNJJFVXCI-UHFFFAOYSA-N";"";"";74.92;"ZWPFASPhase2";1013;"Arsenic(V) acid";"Arseen(V)zuur";"As(V)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asfive";"asfive";"Arseen(V)zuur";"As(V)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"urine";"measured";11501;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.172;0.68;"";"";"HAYXDMNJJFVXCI-UHFFFAOYSA-N";"";"";74.92;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1013;"Arsenic(V) acid";"Arseen(V)zuur";"As(V)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asfive";"asfive";"Arseen(V)zuur";"As(V)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"blood";"measured";11501;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"HAYXDMNJJFVXCI-UHFFFAOYSA-N";"";"";74.92;"Parc dummy project";1013;"Arsenic(V) acid";"Arseen(V)zuur";"As(V)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asfive";"asfive";"Arseen(V)zuur";"As(V)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"cord blood";"measured";11501;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"HAYXDMNJJFVXCI-UHFFFAOYSA-N";"";"";74.92;"Parc dummy project";1013;"Arsenic(V) acid";"Arseen(V)zuur";"As(V)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asfive";"asfive";"Arseen(V)zuur";"As(V)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"breast milk";"measured";11501;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"HAYXDMNJJFVXCI-UHFFFAOYSA-N";"";"";74.92;"Parc dummy project";1013;"Arsenic(V) acid";"Arseen(V)zuur";"As(V)"
"nl";"FHBM";"Exposure marker";"Metals";"Metals";"asthree";"asthree";"Arseen(III)zuur";"As(III)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"urine";"measured";11502;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.285;0.829833333333333;"";"";"LULLIKNODDLMDQ-UHFFFAOYSA-N";"";"";74.92;"ZWPFASPhase2";1013;"Arsenic(III) acid";"Arseen(III)zuur";"As(III)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asthree";"asthree";"Arseen(III)zuur";"As(III)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"urine";"measured";11502;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.285;0.829833333333333;"";"";"LULLIKNODDLMDQ-UHFFFAOYSA-N";"";"";74.92;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc dummy project;Parc Mixtures project";1013;"Arsenic(III) acid";"Arseen(III)zuur";"As(III)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asthree";"asthree";"Arseen(III)zuur";"As(III)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"blood";"measured";11502;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"LULLIKNODDLMDQ-UHFFFAOYSA-N";"";"";74.92;"Parc dummy project";1013;"Arsenic(III) acid";"Arseen(III)zuur";"As(III)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asthree";"asthree";"Arseen(III)zuur";"As(III)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"cord blood";"measured";11502;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"LULLIKNODDLMDQ-UHFFFAOYSA-N";"";"";74.92;"Parc dummy project";1013;"Arsenic(III) acid";"Arseen(III)zuur";"As(III)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"asthree";"asthree";"Arseen(III)zuur";"As(III)";"HBM4EU";"parentcompound=Arseen (casnumber=7440-38-2)";"decimal";"breast milk";"measured";11502;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"";"LULLIKNODDLMDQ-UHFFFAOYSA-N";"";"";74.92;"Parc dummy project";1013;"Arsenic(III) acid";"Arseen(III)zuur";"As(III)"
"nl";"Parc";"Exposure marker";"Herbicides";"Herbicides";"atmer";"atmer";"Atrazine-mercapturaat";;"Parc";"parentcompound=Atrazine (casnumber=1912-24-9)";"decimal";"urine";"measured";19002;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.5;0.5;"";"138722-96-0";"JYBXBVCDDNBLJW-VIFPVBQESA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Atrazine-mercapturate";;"Parc Mixtures project";3001;"Atrazine mercapturate";"Atrazine-mercapturaat";""
"nl";"Parc";"Exposure marker";"Herbicides";"Herbicides";"atrz";"atrz";"Atrazine";;"Parc";"parentcompound=Atrazine (casnumber=1912-24-9)";"decimal";"urine";"measured";19003;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.5;0.5;"";"1912-24-9";"MXWJVTOOROXGIU-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Atrazine";;"Parc Mixtures project";3001;"Atrazine";"Atrazine";""
"nl";"Parc";"Exposure marker";"Metals";"Metals";"au";"au";"Goud";"Au";"Parc";;"decimal";"urine";"measured";11535;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;9.42;"";"7440-57-5";"";"";"https://en.wikipedia.org/wiki/Gold";;"Parc Mixtures project";1013;"Gold";"Goud";"Au"
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"azal";"azal";"α-zearalanol";;"HBM4EU";"parentcompound=Zearalenon (casnumber=17924-92-4)";"decimal";"urine";"measured";12218;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"26538-44-3";"";"";"";;"HBM4EU Existing studies";10001;"Α-zearalanol";"α-zearalanol";""
"nl";"Parc";"Exposure marker";"Mycotoxins";"Mycotoxins";"azel";"azel";"α-zearalenol";;"HBM4EU";"parentcompound=Zearalenon (casnumber=17924-92-4)";"decimal";"urine";"measured";12218;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.052;0.138;"";"36455-72-8";"";"";"";;"HBM4EU Existing studies";10001;"Α-zearalenol";"α-zearalenol";""
"nl";"Parc";"Exposure marker";"Metals";"Metals";"b";"b";"Boor";"B";"Parc";;"decimal";"urine";"measured";11533;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;970;3000;"";"7440-42-8";"";"";"https://en.wikipedia.org/wiki/Boron";;"Parc Mixtures project";1013;"Boron";"Boor";"B"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"ba";"ba";"Barium";"Ba";"Parc";;"decimal";"urine";"measured";11527;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;1.97219659090909;7.45092659090909;"";"7440-39-3";"";"";"https://en.wikipedia.org/wiki/Barium";;"Parc Mixtures project";1013;"Barium";"Barium";"Ba"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"ba";"ba";"Barium";"Ba";"Parc";;"decimal";"blood";"measured";11527;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.874934016096399;1.64123046649971;"";"7440-39-3";"";"";"https://en.wikipedia.org/wiki/Barium";;"Parc Mixtures project";1013;"Barium";"Barium";"Ba"
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"baa";"baa";"Benz[a]antraceen";"BaA";"HBM4EU";"parentcompound=Benz[a]antraceen (BaA) (casnumber=56-55-3)";"decimal";"urine";"measured";11250;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;;;"";"56-55-3";"DXBHBZVCASKNBY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Benz[a]anthracene";"Benz[a]antraceen";"BaA"
"nl";"Parc";"Exposure marker";"Glycol ethers";"Glycol ethers";"baac";"baac";"2-butoxyazijnzuur";;"Parc";"parentcompound=2-(2-(2-butoxyethoxy)ethoxy)ethanol (casnumber=143-22-6);2-(2-butoxyethoxy)ethanol (casnumber=112-34-5);2-butoxyethanol (casnumber=111-76-2)";"decimal";"urine";"measured";16710;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"2516-93-0";"AJQOASGWDCBKCJ-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Butoxyacetic-acid";;"Parc Mixtures project";3003;"2-butoxyacetic acid";"2-butoxyazijnzuur";""
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"bap";"bap";"Benzo[a]pyreen";"BaP";"HBM4EU";"parentcompound=Benzo[a]pyreen (BaP) (casnumber=50-32-8)";"decimal";"urine";"measured";11251;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.002;0.0012;"";"50-32-8";"FMMWHPNWAFZXNH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Benzo[a]pyrene";"Benzo[a]pyreen";"BaP"
"nl";"FHBM";"Effect marker";"Blood and blood composition";"";"baso";"baso";"Totaal Basofielen";"Totaal Baso";"Vito";"related to= Basofielen (Baso);Leukocyten (Leuko)";"integer";"blood";"derived";100003;"amount/µL";"aantal/µL";"aantal/µL";"amount/µL";;"";"round( leuko [amount/µL] * baso_perc [%] / 100)";;;;;;"";"";"";"";"";;"ZWPFASPhase2";2007;"";"";""
"nl";"FHBM";"Effect marker";"Blood and blood composition";"";"baso_perc";"baso_perc";"Percentage Basofielen";"%Baso";"Vito";;"decimal";"blood";"measured";1100;"%";"%";"%";"%";;"";"";1;;;;;"";"";"";"";"";;"ZWPFASPhase2";2007;"Basophils";"Basofielen";"Baso"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bboehep";"bboehep";"Bis(2-butoxyethyl)-(2-hydroxyethyl) fosfaat";"BBOEHEP";"HBM4EU";"parentcompound=Tris(2-butoxyethyl) phosphate (TBOEP)";"decimal";"urine";"measured";10716;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.031;0.228;"";"";"UQSRKBXTCXVEJL-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2-hydroxyethyl bis(2-butoxyethyl) phosphate";"Bis(2-butoxyethyl)-(2-hydroxyethyl) fosfaat";"BBOEHEP"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bboephr";"bboephr";"Bis-2-butoxyethyl-fosfaat";"BBOEP";"HBM4EU";"parentcompound=Tris(2-butoxyethyl) phosphate (TBOEP)";"decimal";"urine";"measured";10717;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.105;0.314125;"";"14260-97-0";"NNXWIPHZHATIFE-UHFFFAOYSA-M";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(2-butoxyethyl) phosphate";"Bis-2-butoxyethyl-fosfaat";"BBOEP"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bcepms";"bcepms";"Bis(2-chloorethyl)fosfaat";;"HBM4EU";"parentcompound=Bis(2-chloorethyl)fosfaat (casnumber=3040-56-0)";"decimal";"urine";"measured";10710;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.338366666666667;3.60195;"";"3040-56-0";"JIRVRDYVMCZPLS-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(2-chloroethyl) phosphate";"Bis(2-chloorethyl)fosfaat";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bciphipp";"bciphipp";"Bis-2-chloroisopropyl-fosfaat";"BCIPHIPP";"HBM4EU";"parentcompound=Tris(2chloorisopropyl)fosfaat";"decimal";"urine";"measured";10718;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.596;6.225;"";"";"AUUWEOBTRZWTTC-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"1-hydroxy-2propyl bis (1-chloro-2-propyl) phosphate";"Bis-2-chloroisopropyl-fosfaat";"BCIPHIPP"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bcippms";"bcippms";"Bis(1-chloro-2-propyl) phosphate";"BCIPP";"HBM4EU";"parentcompound=Tris(2chloorisopropyl)fosfaat";"decimal";"blood";"measured";10700;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"789440-10-4";"";"";"";;"Parc Mixtures project";1004;"Bis(1-chloro-2-propyl) phosphate";"Bis(1-chloro-2-propyl) phosphate";"BCIPP"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bcippms";"bcippms";"Bis(1-chloro-2-propyl) phosphate";"BCIPP";"HBM4EU";"parentcompound=Tris(2chloorisopropyl)fosfaat";"decimal";"urine";"measured";10700;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.156875;1.674;"";"789440-10-4";"";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(1-chloro-2-propyl) phosphate";"Bis(1-chloro-2-propyl) phosphate";"BCIPP"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdcippms";"bdcippms";"Bis-1,3-dichloro-2-propyl-fosfaat";"BDCIPP";"HBM4EU";"parentcompound=Tris(1,3-dichloor-2-propyl)fosfaat (casnumber=13674-87-8)";"decimal";"blood";"measured";10701;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"72236-72-7";"";"";"";;"Parc Mixtures project";1004;"Bis(1,3-dichloro-2-propyl) phosphate";"Bis-1,3-dichloro-2-propyl-fosfaat";"BDCIPP"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdcippms";"bdcippms";"Bis-1,3-dichloro-2-propyl-fosfaat";"BDCIPP";"HBM4EU";"parentcompound=Tris(1,3-dichloor-2-propyl)fosfaat (casnumber=13674-87-8)";"decimal";"urine";"measured";10701;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.5696;3.727438;"";"72236-72-7";"";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(1,3-dichloro-2-propyl) phosphate";"Bis-1,3-dichloro-2-propyl-fosfaat";"BDCIPP"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde15";"bde15";"Polybroomdifenylether 15";;"Parc";"parentcompound=Polybroomdifenylether 15 (casnumber=2050-47-7)";"decimal";"blood";"measured";10764;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"2050-47-7";"YAWIAFUBXXPJMQ-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 15";"Polybroomdifenylether 15";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde17";"bde17";"Polybroomdifenylether 17";;"Parc";"parentcompound=Polybroomdifenylether 17 (casnumber=147217-75-2)";"decimal";"blood";"measured";10765;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"147217-75-2";"VYBFILXLBMWOLI-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 17";"Polybroomdifenylether 17";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde196";"bde196";"2,2',3,3',4,4',5,6'-octabroomdifenylether";"BDE-196";"Parc";;"decimal";"blood";"measured";10792;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0168;0.181;"";"446255-39-6";"IEWFKOVTVJNWFF-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2,2',3,3',4,4',5,6'-Octabromodiphenyl ether";"2,2',3,3',4,4',5,6'-octabroomdifenylether";"BDE-196"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde197";"bde197";"2,2',3,3',4,4',6,6'-octabroomdifenylether";"BDE-197";"Parc";;"decimal";"blood";"measured";10793;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.07;0.22;"";"117964-21-3";"AAFUUKPTSPVXJH-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2,2',3,3',4,4',6,6'-Octabromodiphenyl ether";"2,2',3,3',4,4',6,6'-octabroomdifenylether";"BDE-197"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde203";"bde203";"2,2',3,4,4',5,5',6-Octabroomdifenylether";"BDE-203";"Parc";;"decimal";"blood";"measured";10794;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0148;0.13;"";"337513-72-1";"RTUZOQFRIPIWPS-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"2,2',3,4,4',5,5',6-Octabroomdifenylether";"BDE-203"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde25";"bde25";"Polybroomdifenylether 25";;"Parc";"parentcompound=Polybroomdifenylether 25 (casnumber=147217-77-4)";"decimal";"blood";"measured";10766;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"147217-77-4";"AURKEOPYVUYTLO-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 25";"Polybroomdifenylether 25";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde33";"bde33";"Polybroomdifenylether 33";;"Parc";"parentcompound=Polybroomdifenylether 33 (casnumber=49690-94-0)";"decimal";"blood";"measured";10767;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"49690-94-0";"BUQBQEYUVAKJQK-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 33";"Polybroomdifenylether 33";""
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"2,4,4'-Tribromodiphenyl ether";"BDE-28";"HBM4EU";"parentcompound=2,4,4'-Tribromodiphenyl ether (BDE-28) (casnumber=41318-75-6)";"decimal";"cord blood";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 28";"2,4,4'-Tribromodiphenyl ether";"BDE-28"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"2,4,4'-Tribromodiphenyl ether";"BDE-28";"HBM4EU";"parentcompound=2,4,4'-Tribromodiphenyl ether (BDE-28) (casnumber=41318-75-6)";"decimal";"blood";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.01554;0.0152166666666667;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 28";"2,4,4'-Tribromodiphenyl ether";"BDE-28"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"2,4,4'-Tribromodiphenyl ether";"BDE-28";"HBM4EU";"parentcompound=2,4,4'-Tribromodiphenyl ether (BDE-28) (casnumber=41318-75-6)";"decimal";"urine";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 28";"2,4,4'-Tribromodiphenyl ether";"BDE-28"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47";"HBM4EU";"parentcompound=2,2',4,4'-tetra-bromodiphenyl ether (BDE-47) (casnumber=5436-43-1)";"decimal";"blood";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.00359333333333333;0.0110086363636364;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 47";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47";"HBM4EU";"parentcompound=2,2',4,4'-tetra-bromodiphenyl ether (BDE-47) (casnumber=5436-43-1)";"decimal";"breast milk";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 47";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47";"HBM4EU";"parentcompound=2,2',4,4'-tetra-bromodiphenyl ether (BDE-47) (casnumber=5436-43-1)";"decimal";"urine";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 47";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47";"HBM4EU";"parentcompound=2,2',4,4'-tetra-bromodiphenyl ether (BDE-47) (casnumber=5436-43-1)";"decimal";"cord blood";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.008225;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 47";"2,2',4,4'-tetra-bromodiphenyl ether";"BDE-47"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"2,2',4,4',5-penta-bromodiphenyl ether";"BDE-99";"HBM4EU";"parentcompound=2,2',4,4',5-penta-bromodiphenyl ether (BDE-99) (casnumber=60348-60-9)";"decimal";"cord blood";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81582";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 99";"2,2',4,4',5-penta-bromodiphenyl ether";"BDE-99"
